model_id,model_dir,meta_json,urdf_relpath,anno_id,model_cat,original_model_cat,time_in_sec,user_id,version
2f4b18402dee61003f7c6295b60afd1b,100144,100144\meta.json,100144\mobility.urdf,144,Pliers,,19,fxiang,1
3778c94f6a14bdf2ef377a5b07a342c0,100146,100146\meta.json,100146\mobility.urdf,146,Pliers,,83,fxiang,1
63a5e18d-7f48-443e-95f0-48727a00e5be,100150,100150\meta.json,100150\mobility.urdf,150,Pliers,,138,fxiang,1
33b1e78a6d49c2d67aa983983f9bf36,100154,100154\meta.json,100154\mobility.urdf,154,Box,,43,yuzhe,3
3abe53cf05d6a45e9f6511f1884e2d17,100162,100162\meta.json,100162\mobility.urdf,162,Box,,13,yuzhe,1
b594ae363274269d75e36e88b6617f01,100172,100172\meta.json,100172\mobility.urdf,172,Pliers,,35,fxiang,1
51c09c1d065b2f3ff2792e4b1535c6c3,100174,100174\meta.json,100174\mobility.urdf,174,Box,,952,yuzhe,3
d9d286f6-e5cb-4d2b-b5f5-be35e089f133,100178,100178\meta.json,100178\mobility.urdf,178,Pliers,,56,fxiang,1
e0043488-daa8-42ed-9e8c-a3bfe0f14373,100179,100179\meta.json,100179\mobility.urdf,179,Pliers,,59,fxiang,1
e326255b95f29b5e67af732d65fe42a1,100180,100180\meta.json,100180\mobility.urdf,180,Pliers,,47,fxiang,1
ee3229daab48b2f3bfa59e044d401be9,100182,100182\meta.json,100182\mobility.urdf,182,Pliers,,14,fxiang,1
uf85f3025-1643-4cef-b3ad-20a49f60a8f3,100188,100188\meta.json,100188\mobility.urdf,188,Pliers,,32,fxiang,1
5403ad16abe0aa86dd9b060ffea52391,100189,100189\meta.json,100189\mobility.urdf,189,Box,,68,yuzhe,1
549813be-3bd8-47dd-9a49-b51432b2f14c,100191,100191\meta.json,100191\mobility.urdf,191,Box,,31,yuzhe,1
59af77ad277cf2806ae51efdae196e9a,100194,100194\meta.json,100194\mobility.urdf,194,Box,,73,yuzhe,1
622026621d781235889463094c9fcbb0,100197,100197\meta.json,100197\mobility.urdf,197,Box,,10,yuzhe,1
6c0d654636fc54545c0af2849a181c0,100202,100202\meta.json,100202\mobility.urdf,202,Box,,12,yuzhe,1
802f6cfeb6f41f16a59ff8378a27445f,100214,100214\meta.json,100214\mobility.urdf,214,Box,,498,yuzhe,3
952e325fe026ab9c48e2701b91d7249c,100221,100221\meta.json,100221\mobility.urdf,221,Box,,98,yuzhe,1
a13418f2-7db5-4c2e-9219-085ebcbcbab3,100224,100224\meta.json,100224\mobility.urdf,224,Box,,10,yuzhe,1
af4cb94c847d35c0d619cf3eef078374,100234,100234\meta.json,100234\mobility.urdf,234,Box,,8,yuzhe,1
c7a2224b009756cc226245d28c34a910,100243,100243\meta.json,100243\mobility.urdf,243,Box,,38,yuzhe,1
d2200aed9cbb4cacb38d5f389c7b61db,100247,100247\meta.json,100247\mobility.urdf,247,Box,,49,yuzhe,1
133c16fc6ca7d77676bb31db0358e9c6,100248,100248\meta.json,100248\mobility.urdf,248,Suitcase,,952,kent0318,1
1b7eab0f-98af-49fd-a5f1-82c4f3598f62,100249,100249\meta.json,100249\mobility.urdf,249,Suitcase,,138,kent0318,1
200065ca496c39086372ead55db87fa8,100269,100269\meta.json,100269\mobility.urdf,269,Remote,,111,Shawn,1
2053bdd83749adcc1e5c09d9fe5c0c76,100270,100270\meta.json,100270\mobility.urdf,270,Remote,,120,Shawn,1
12f86fe69336131b71df0fdd633b5540,100279,100279\meta.json,100279\mobility.urdf,279,Printer,,10569,kent0318,3
04569f2f-3e07-4655-9337-bfa41a5ccbc0,100282,100282\meta.json,100282\mobility.urdf,282,WashingMachine,,177,kent0318,1
0d31000f-e876-4751-876d-efa6a61fa9b2,100283,100283\meta.json,100283\mobility.urdf,283,WashingMachine,,152,kent0318,1
050b64c5-20a5-4c0b-8427-4ee42c269c00,100285,100285\meta.json,100285\mobility.urdf,285,Lighter,,403,KeplerSN,1
2728e54436010242c241649791db938a,100289,100289\meta.json,100289\mobility.urdf,289,Lighter,,278,KeplerSN,2
35c19cdeb5d129cad25169d37940fb64,100292,100292\meta.json,100292\mobility.urdf,292,Lighter,,62,KeplerSN,2
3886e56747acb7301e32f79edfad8027,100293,100293\meta.json,100293\mobility.urdf,293,Lighter,,309,KeplerSN,3
3b12bd5cc1663a8cd8d03ca4865da5b6,100294,100294\meta.json,100294\mobility.urdf,294,Lighter,,551,KeplerSN,2
3bebd539-4198-4eee-ae17-daaed2047499,100295,100295\meta.json,100295\mobility.urdf,295,Lighter,,346,KeplerSN,2
41abf5d7d23913edd0dfaecedb083fcc,100309,100309\meta.json,100309\mobility.urdf,309,Lighter,,361,KeplerSN,2
47c0184e14ba995bd02af02d1e7cd210,100310,100310\meta.json,100310\mobility.urdf,310,Lighter,,45,KeplerSN,1
4a30871f64a2fcd5eb69804478f9c547,100311,100311\meta.json,100311\mobility.urdf,311,Lighter,,229,KeplerSN,1
4e5c1fef7d4d060d7414a1fa2cd1e462,100313,100313\meta.json,100313\mobility.urdf,313,Lighter,,63,KeplerSN,2
6b50aec4-85ed-4022-8388-a1c49541799f,100317,100317\meta.json,100317\mobility.urdf,317,Lighter,,89,KeplerSN,2
6e02e9b5c715bafebcc65fd5536f28dd,100318,100318\meta.json,100318\mobility.urdf,318,Lighter,,151,KeplerSN,2
75a96dbe55e4ed3738990fc2112cb35a,100319,100319\meta.json,100319\mobility.urdf,319,Lighter,,39,KeplerSN,1
881a4806cf6b11426a06a4e69704544a,100320,100320\meta.json,100320\mobility.urdf,320,Lighter,,41,KeplerSN,1
895d8de0-8d8b-42db-8f39-8a63b83eab56,100321,100321\meta.json,100321\mobility.urdf,321,Lighter,,477,KeplerSN,2
bd6bbd6c71a6ddc56c8a83eb82bedb0,100330,100330\meta.json,100330\mobility.urdf,330,Lighter,,495,KeplerSN,3
c8c981b21703805cdd4a7f133d4b9139,100334,100334\meta.json,100334\mobility.urdf,334,Lighter,,57,KeplerSN,3
c914f56df01a8939fc7516198959a6ec,100335,100335\meta.json,100335\mobility.urdf,335,Lighter,,322,KeplerSN,2
d4175ef6bd8226c753d040168a517ac7,100340,100340\meta.json,100340\mobility.urdf,340,Lighter,,31,KeplerSN,2
dc2c35e7-dc6c-4621-bb81-c99d9f068634,100343,100343\meta.json,100343\mobility.urdf,343,Lighter,,390,KeplerSN,2
u2155fc65-28e9-4ebb-95ca-6509ee937fc8,100348,100348\meta.json,100348\mobility.urdf,348,Lighter,,77,KeplerSN,2
u7a32a94d-41d2-4f02-b21c-489a6646b9a5,100350,100350\meta.json,100350\mobility.urdf,350,Lighter,,101,KeplerSN,1
uc6d6ef1f-3438-45f3-b438-1fe668ae24cb,100354,100354\meta.json,100354\mobility.urdf,354,Lighter,,141,KeplerSN,2
uedb442d6-1de2-461b-99a1-44847c3c6fa1,100355,100355\meta.json,100355\mobility.urdf,355,Lighter,,103,KeplerSN,2
3f1918f829264fcd89a2b0e9fb51847a,10036,10036\meta.json,10036\mobility.urdf,10036,Refrigerator,,267,zhangyu,5
009f75cf-8c87-4eaf-b7ff-c0e59a5bad3f,100366,100366\meta.json,100366\mobility.urdf,366,Switch,,74,KeplerSN,2
01e2c09a-a2c1-4ce3-aa9c-0b4d293d8eb8,100367,100367\meta.json,100367\mobility.urdf,367,Switch,,204,KeplerSN,3
05449c4f-8af8-4fe5-bcd9-423bf1e982b6,100368,100368\meta.json,100368\mobility.urdf,368,Switch,,82,KeplerSN,2
25182f6e03375c9e7b6fd5468f603b31,100385,100385\meta.json,100385\mobility.urdf,385,Remote,,65,Shawn,2
2c6493d31849c15a75f1efca97bee05a,100392,100392\meta.json,100392\mobility.urdf,392,Remote,,511,Shawn,2
28f2a5df4a926c3e140a527375fd6757,100394,100394\meta.json,100394\mobility.urdf,394,Remote,,147,Shawn,1
2e6c006620cb33babf939c87604069b,100395,100395\meta.json,100395\mobility.urdf,395,Remote,,153,Shawn,3
241ec8a746dd1cfc78f71a335ebabfa5,10040,10040\meta.json,10040\mobility.urdf,10040,Laptop,,385,chuangda003,3
49c6003c2248bdd1906ed109a4ea50d6,100405,100405\meta.json,100405\mobility.urdf,405,Remote,,88,shawn,1
4fae99783aa8706c548eb4d45dc63633,100408,100408\meta.json,100408\mobility.urdf,408,Remote,,115,shawn,1
56fbea56a0af81f57e1c85c5c15da7fb,100412,100412\meta.json,100412\mobility.urdf,412,Remote,,293,shawn,2
3e18df9aea04c8cdbc7fb81194b2b6a8,100426,100426\meta.json,100426\mobility.urdf,426,Box,,56,yuzhe,3
1467dd73-ed45-48f2-aa43-7dfc075e33e9,100431,100431\meta.json,100431\mobility.urdf,431,Bucket,,31,yuzhe,1
1ab577729a8b9b53d7e284c7e9ceac71,100432,100432\meta.json,100432\mobility.urdf,432,Bucket,,31,yuzhe,2
2627c3acbf2993d7f9651db54962898,100435,100435\meta.json,100435\mobility.urdf,435,Bucket,,25,yuzhe,2
302dce155e54539bf54e1b6f41fdd78a,100438,100438\meta.json,100438\mobility.urdf,438,Bucket,,9,yuzhe,1
3157ca03de3655acf3891d3e63e0baa5,100439,100439\meta.json,100439\mobility.urdf,439,Bucket,,10,yuzhe,1
39af8db4-de8a-4236-83dd-f2fbeea69b8e,100441,100441\meta.json,100441\mobility.urdf,441,Bucket,,9,yuzhe,1
3db17a9c8b8f5fa534dbf68b0b93168a,100442,100442\meta.json,100442\mobility.urdf,442,Bucket,,13,yuzhe,1
42efdc2c8ef3943346ba1ca782be6d5,100443,100443\meta.json,100443\mobility.urdf,443,Bucket,,7,yuzhe,1
43bcea066d246875d3cce5e618a132d2,100444,100444\meta.json,100444\mobility.urdf,444,Bucket,,9,yuzhe,1
514006346ba5ecca11ff520b92ac7b90,100446,100446\meta.json,100446\mobility.urdf,446,Bucket,,47,yuzhe,2
59d99d0a2b385fe81b1a00a31bfed97b,100448,100448\meta.json,100448\mobility.urdf,448,Bucket,,11,yuzhe,1
67f98b83c3ede0ac41b275920fc7b6f,100452,100452\meta.json,100452\mobility.urdf,452,Bucket,,25,yuzhe,2
75612c0c1d5730eaf93a86670701266,100454,100454\meta.json,100454\mobility.urdf,454,Bucket,,9,yuzhe,1
823f2656-9520-4364-84a3-df6748c11aa8,100460,100460\meta.json,100460\mobility.urdf,460,Bucket,,44,yuzhe,1
8413150255e75b24c90fdc5cc248daed,100461,100461\meta.json,100461\mobility.urdf,461,Bucket,,10,yuzhe,1
8af56ea7-6625-4e2e-a2a2-8a72913fba7a,100462,100462\meta.json,100462\mobility.urdf,462,Bucket,,15,yuzhe,1
99d08b28aeaa7471b4c8f245ce40b797,100464,100464\meta.json,100464\mobility.urdf,464,Bucket,,34,yuzhe,2
9baa0eed7aab576801550504988680c,100465,100465\meta.json,100465\mobility.urdf,465,Bucket,,8,yuzhe,1
9c74e43a-01d6-402b-a6c9-7dc2c5beb10e,100466,100466\meta.json,100466\mobility.urdf,466,Bucket,,17,yuzhe,1
a34ede107f27f7359dce4dc43843eadc,100468,100468\meta.json,100468\mobility.urdf,468,Bucket,,12,yuzhe,1
a5161f118670c0ba5922a4a2e0f86a4b,100469,100469\meta.json,100469\mobility.urdf,469,Bucket,,24,yuzhe,2
af5f4299084775cb4bb0a929135b1b1f,100470,100470\meta.json,100470\mobility.urdf,470,Bucket,,11,yuzhe,1
c15eb21f-9968-4775-aaf6-b73289b06330,100472,100472\meta.json,100472\mobility.urdf,472,Bucket,,34,yuzhe,2
c377cffe09ca11a57b6fd5468f603b31,100473,100473\meta.json,100473\mobility.urdf,473,Bucket,,10,yuzhe,1
d526ce42-9343-4199-88c4-ac7895a6bb10,100477,100477\meta.json,100477\mobility.urdf,477,Bucket,,28,yuzhe,1
ebfe3b7790299a24e3b8059434335257,100481,100481\meta.json,100481\mobility.urdf,481,Bucket,,9,yuzhe,1
f2698060d07d695b84a4ca84933d2fda,100482,100482\meta.json,100482\mobility.urdf,482,Bucket,,22,yuzhe,1
u22e29c7a-cb17-4664-b846-1ace4d3964bd,100484,100484\meta.json,100484\mobility.urdf,484,Bucket,,10,yuzhe,1
uce940367-b7b4-43b9-af12-eae51692f2f7,100486,100486\meta.json,100486\mobility.urdf,486,Bucket,,35,yuzhe,2
2ffa5883f6eaa667ec8621169acea877,100487,100487\meta.json,100487\mobility.urdf,487,Cart,,12,haozhu,1
3311610fba8f2a92bd5d210016784213,100488,100488\meta.json,100488\mobility.urdf,488,Cart,,222,haozhu,1
3967b5ab8e9822d3d0334bcab622dc4c,100490,100490\meta.json,100490\mobility.urdf,490,Cart,,47,haozhu,1
3b537a69c45a66e167aa983983f9bf36,100491,100491\meta.json,100491\mobility.urdf,491,Cart,,10,haozhu,1
3c24d94a8c008aeda8963fe61f2bc75f,100494,100494\meta.json,100494\mobility.urdf,494,Cart,,26,haozhu,1
48de69e3d412bf8dd95d25c22c307fb5,100496,100496\meta.json,100496\mobility.urdf,496,Cart,,35,haozhu,1
4b1bee9689a8e33b7e51366b0cf7747,100498,100498\meta.json,100498\mobility.urdf,498,Cart,,35,haozhu,1
54abd608ca2cb8edf13f48dea089ec11,100500,100500\meta.json,100500\mobility.urdf,500,Cart,,8,haozhu,1
553c586e128708ae7649cce35db393a1,100501,100501\meta.json,100501\mobility.urdf,501,Cart,,60,haozhu,1
564637510e807c32b229726a165222c0,100502,100502\meta.json,100502\mobility.urdf,502,Cart,,44,haozhu,1
5d0886ed50068c4e78d4d73b3f2a819c,100504,100504\meta.json,100504\mobility.urdf,504,Cart,,33,haozhu,1
671b4d1b2be48ae7ec8621169acea877,100507,100507\meta.json,100507\mobility.urdf,507,Cart,,27,haozhu,1
677c9b86fa4340efe205a54ea9a01fb5,100508,100508\meta.json,100508\mobility.urdf,508,Cart,,176,haozhu,1
680e9dc1b725c0ef695b31e89dba24aa,100509,100509\meta.json,100509\mobility.urdf,509,Cart,,45,haozhu,1
236f335c39b95600a844b00d6ca20a7a,100511,100511\meta.json,100511\mobility.urdf,511,USB,,38,fxiang,1
a2d20c909ed9c6d85d723f8969b531b,100513,100513\meta.json,100513\mobility.urdf,513,USB,,30,fxiang,1
1da9942b2ab7082b2ba1fdc12ecb5c9e,100520,100520\meta.json,100520\mobility.urdf,520,FoldingChair,,48,yuzhe,1
1f82011c2303fc7babb8f41baefc4b12,100521,100521\meta.json,100521\mobility.urdf,521,FoldingChair,,17,yuzhe,1
287bce5664e168fd744dcb8aae5f2395,100523,100523\meta.json,100523\mobility.urdf,523,FoldingChair,,52,yuzhe,1
386418bad1daf6657515e7bb7dba4019,100526,100526\meta.json,100526\mobility.urdf,526,FoldingChair,,8,yuzhe,1
4960144353a6dd944c5483fab67d9a50,100531,100531\meta.json,100531\mobility.urdf,531,FoldingChair,,6,yuzhe,1
4ae3ee61ebfd4d7bc05575120a46cd3b,100532,100532\meta.json,100532\mobility.urdf,532,FoldingChair,,7,yuzhe,1
5f3af8ff93de34c9e7922afdefd88b6e,100550,100550\meta.json,100550\mobility.urdf,550,Suitcase,,240,kent0318,2
77343b3052c4c5d0492d9da2668ec34c,100557,100557\meta.json,100557\mobility.urdf,557,FoldingChair,,39,yuzhe,2
7bbd0992-e10c-468e-b5ad-a81ccca30802,100561,100561\meta.json,100561\mobility.urdf,561,FoldingChair,,7,yuzhe,1
7be92b72-5871-4b03-8f65-f208619f6c38,100562,100562\meta.json,100562\mobility.urdf,562,FoldingChair,,54,yuzhe,1
8841a35812d5a95f98a4820926b2a786,100568,100568\meta.json,100568\mobility.urdf,568,FoldingChair,,12,yuzhe,1
a1953756-9c80-4af5-83b3-0b4c71458d36,100579,100579\meta.json,100579\mobility.urdf,579,FoldingChair,,14,yuzhe,1
b46ad21b7126049842ca7cc070f21ed3,100586,100586\meta.json,100586\mobility.urdf,586,FoldingChair,,7,yuzhe,1
b81a2b98435b9bfb93d537020ed867c,100587,100587\meta.json,100587\mobility.urdf,587,FoldingChair,,91,yuzhe,1
bdeb8ea8a146bf69e54cb890e8682c84,100590,100590\meta.json,100590\mobility.urdf,590,FoldingChair,,6,yuzhe,1
d4aafb7908c8ae5883005e5bf6c208e0,100598,100598\meta.json,100598\mobility.urdf,598,FoldingChair,,140,yuzhe,1
d5c67068390ece634060d2cb099a78b3,100599,100599\meta.json,100599\mobility.urdf,599,FoldingChair,,7,yuzhe,1
d5d18ba694ad228346b9f3b6ee20ff4b,100600,100600\meta.json,100600\mobility.urdf,600,FoldingChair,,5,yuzhe,1
ea5a26bf-9785-47f0-9c10-d3cb1a5837c5,100608,100608\meta.json,100608\mobility.urdf,608,FoldingChair,,139,yuzhe,1
ee11a4009464a9ca86855a8015309d66,100609,100609\meta.json,100609\mobility.urdf,609,FoldingChair,,61,yuzhe,1
f01b78fb91692b3fd97de2831c42267f,100611,100611\meta.json,100611\mobility.urdf,611,FoldingChair,,5,yuzhe,1
13dd2d5e9c06b01b2677042d71d00b91,100613,100613\meta.json,100613\mobility.urdf,613,KitchenPot,,39,fxiang,1
fff29a99be0df71455a52e01ade8eb6a,100616,100616\meta.json,100616\mobility.urdf,616,FoldingChair,,32,yuzhe,1
22b97cef500a612da551e57dc7ff4cc6,100619,100619\meta.json,100619\mobility.urdf,619,KitchenPot,,44,fxiang,1
79907205-578e-4a3c-b543-b0d44c2f3dc4,100623,100623\meta.json,100623\mobility.urdf,623,KitchenPot,,124,fxiang,1
be3f5a83e94251a7c1a0f8bf0959443,100658,100658\meta.json,100658\mobility.urdf,658,Box,,9,yuzhe,1
dbac3b858ce8b14483e99a083b61b6a3,100664,100664\meta.json,100664\mobility.urdf,664,Box,,7,yuzhe,1
ec82368d9dd6c6191503e17202cee2a3,100671,100671\meta.json,100671\mobility.urdf,671,Box,,28,yuzhe,1
f844d0a2f4e28c5e4f9794688920aecc,100676,100676\meta.json,100676\mobility.urdf,676,Box,,7,yuzhe,1
528fd36db2ca7e47df18258a84843c90,10068,10068\meta.json,10068\mobility.urdf,10068,Refrigerator,,444,zhangyu,5
u82f2a1a8-3a4b-4dd0-8fac-6679970a9b29,100685,100685\meta.json,100685\mobility.urdf,685,Box,,91,yuzhe,2
d9560bfc0c051109f54e1b6f41fdd78a,100693,100693\meta.json,100693\mobility.urdf,693,KitchenPot,,35,fxiang,1
b4ba93fc-5ad1-45ee-9612-3ba4218d1fca,100705,100705\meta.json,100705\mobility.urdf,705,Pliers,,131,fxiang,1
5d74f9676f8fe2527d8663c09e4f524d,100706,100706\meta.json,100706\mobility.urdf,706,Remote,,994,Shawn,2
619a6a12ae4f50ac62c440075d5ed193,100712,100712\meta.json,100712\mobility.urdf,712,Remote,,82,Shawn,2
15351bd9-48a0-4ed9-9b07-9450d86104bd,100720,100720\meta.json,100720\mobility.urdf,720,Globe,,652,hewang,1
104abd9cd1bcbb76ce5d6e9371bb5c33,100731,100731\meta.json,100731\mobility.urdf,731,TrashCan,,32,ericyi,1
1407f470-b445-4a3a-bead-8b0caab1b4a1,100732,100732\meta.json,100732\mobility.urdf,732,TrashCan,,181,ericyi,1
074b1952-2f2f-494e-a296-c2024c50150a,100733,100733\meta.json,100733\mobility.urdf,733,Globe,,269,hewang,3
27d0566b9a4b127cda95f26923bb8547,100736,100736\meta.json,100736\mobility.urdf,736,Globe,,252,hewang,4
35e95d63dcdef06f7a1dc4b3e9fd8b5f,100739,100739\meta.json,100739\mobility.urdf,739,Globe,,54,hewang,1
3b4e60b4-8bdb-4131-8b35-f58c8d2e8c51,100740,100740\meta.json,100740\mobility.urdf,740,Globe,,145,hewang,1
3eb2769c-8243-46cc-8903-1156d3fec27d,100741,100741\meta.json,100741\mobility.urdf,741,Globe,,34,hewang,1
52527a72ec2c47f22cafe1b125cab8fb,100743,100743\meta.json,100743\mobility.urdf,743,Globe,,30,hewang,1
550fc628-3a01-4825-a56b-72c4fb52edf6,100744,100744\meta.json,100744\mobility.urdf,744,Globe,,25,hewang,1
57adcd0c492163304d46ab71b147ac5a,100745,100745\meta.json,100745\mobility.urdf,745,Globe,,174,hewang,2
588d0d66-e5c6-40aa-ba9d-6b34085c60a8,100746,100746\meta.json,100746\mobility.urdf,746,Globe,,16,hewang,1
5984d8834409ce0a25c70fb1df3f879b,100747,100747\meta.json,100747\mobility.urdf,747,Globe,,88,hewang,1
5a1dafbc481340f2ffd5817f210f277d,100748,100748\meta.json,100748\mobility.urdf,748,Globe,,81,hewang,1
5cc77b60d5031886e904f922192a7caa,100749,100749\meta.json,100749\mobility.urdf,749,Globe,,15,hewang,1
5db85dd849d52e1b55f9913e822d5318,100750,100750\meta.json,100750\mobility.urdf,750,Globe,,111,hewang,2
6e5366a0-49e8-4153-a358-0fc0f4948e1f,100751,100751\meta.json,100751\mobility.urdf,751,Globe,,24,hewang,2
7c0f4cac-d8b1-4cff-93cc-d3b8d9337144,100753,100753\meta.json,100753\mobility.urdf,753,Globe,,85,hewang,1
7d7478bf-d01f-44b2-a390-955053dc0cfb,100754,100754\meta.json,100754\mobility.urdf,754,Globe,,73,hewang,1
81a6148043bda306f4ab9bfe2d2d6eee,100755,100755\meta.json,100755\mobility.urdf,755,Globe,,78,hewang,1
828b36f0bd7fa98f577ff4de1ac394c,100756,100756\meta.json,100756\mobility.urdf,756,Globe,,58,hewang,1
8291cd09-5de2-4a14-8f7a-653aea36bcc3,100757,100757\meta.json,100757\mobility.urdf,757,Globe,,53,hewang,1
848dab48-ff27-43d5-9282-ca2db98712ed,100758,100758\meta.json,100758\mobility.urdf,758,Globe,,68,hewang,1
